order_id,order_datetime,order_date,channel,product,quantity,unit_price,discount,net_sales,gst,total_bill,payment_method
100039,2025-08-31 16:54:00,2025-08-31,Swiggy,Garlic Naan,2,70,0.0,140.0,7.0,147.0,Card
100039,2025-08-31 16:54:00,2025-08-31,Swiggy,Chicken Biryani,1,280,10.0,270.0,13.5,283.5,UPI
100040,2025-08-31 21:11:00,2025-08-31,Dine-in,Lime Soda,1,80,0.0,80.0,4.0,84.0,UPI
100041,2025-08-31 13:11:00,2025-08-31,Dine-in,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,Card
100042,2025-08-31 19:38:00,2025-08-31,Dine-in,Chicken Biryani,1,280,10.0,270.0,13.5,283.5,Card
100042,2025-08-31 19:38:00,2025-08-31,Dine-in,Garlic Naan,2,70,0.0,140.0,7.0,147.0,UPI
100042,2025-08-31 19:38:00,2025-08-31,Dine-in,Butter Chicken,1,320,10.0,310.0,15.5,325.5,UPI
100042,2025-08-31 19:38:00,2025-08-31,Dine-in,Gulab Jamun,1,90,0.0,90.0,4.5,94.5,Cash
100043,2025-08-31 21:16:00,2025-08-31,Zomato,Gulab Jamun,1,90,0.0,90.0,4.5,94.5,Cash
100043,2025-08-31 21:16:00,2025-08-31,Zomato,Garlic Naan,1,70,10.5,59.5,2.98,62.48,UPI
100043,2025-08-31 21:16:00,2025-08-31,Zomato,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
100044,2025-08-31 13:40:00,2025-08-31,Dine-in,Garlic Naan,1,70,0.0,70.0,3.5,73.5,UPI
100044,2025-08-31 13:40:00,2025-08-31,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
100045,2025-08-31 19:46:00,2025-08-31,Zomato,Butter Chicken,1,320,20.0,300.0,15.0,315.0,Cash
100045,2025-08-31 19:46:00,2025-08-31,Zomato,Gulab Jamun,1,90,0.0,90.0,4.5,94.5,UPI
100045,2025-08-31 19:46:00,2025-08-31,Zomato,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
100046,2025-08-31 16:31:00,2025-08-31,Dine-in,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
100047,2025-08-31 18:59:00,2025-08-31,Swiggy,Chicken Biryani,3,280,0.0,840.0,42.0,882.0,Cash
100047,2025-08-31 18:59:00,2025-08-31,Swiggy,Lime Soda,1,80,10.0,70.0,3.5,73.5,Cash
100048,2025-08-31 21:05:00,2025-08-31,Dine-in,Garlic Naan,2,70,10.0,130.0,6.5,136.5,UPI
100048,2025-08-31 21:05:00,2025-08-31,Dine-in,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,Card
100048,2025-08-31 21:05:00,2025-08-31,Dine-in,Paneer Tikka,3,240,0.0,720.0,36.0,756.0,Cash
100049,2025-08-31 22:26:00,2025-08-31,Takeaway,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Cash
100049,2025-08-31 22:26:00,2025-08-31,Takeaway,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,Card
100050,2025-08-31 20:09:00,2025-08-31,Swiggy,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Cash
100050,2025-08-31 20:09:00,2025-08-31,Swiggy,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,UPI
100050,2025-08-31 20:09:00,2025-08-31,Swiggy,Lime Soda,1,80,0.0,80.0,4.0,84.0,Card
100051,2025-08-31 21:53:00,2025-08-31,Takeaway,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Cash
100051,2025-08-31 21:53:00,2025-08-31,Takeaway,Garlic Naan,1,70,10.5,59.5,2.98,62.48,Cash
100051,2025-08-31 21:53:00,2025-08-31,Takeaway,Butter Chicken,3,320,0.0,960.0,48.0,1008.0,Cash
100051,2025-08-31 21:53:00,2025-08-31,Takeaway,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,Card
100052,2025-08-31 18:14:00,2025-08-31,Swiggy,Paneer Butter Masala,2,260,20.0,500.0,25.0,525.0,UPI
100053,2025-08-31 19:59:00,2025-08-31,Zomato,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
100054,2025-08-31 17:46:00,2025-08-31,Swiggy,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Cash
100055,2025-08-31 17:02:00,2025-08-31,Dine-in,Butter Chicken,1,320,10.0,310.0,15.5,325.5,UPI
100055,2025-08-31 17:02:00,2025-08-31,Dine-in,Lime Soda,1,80,0.0,80.0,4.0,84.0,Cash
100055,2025-08-31 17:02:00,2025-08-31,Dine-in,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,Card
100056,2025-08-31 17:26:00,2025-08-31,Dine-in,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Card
100057,2025-08-31 12:25:00,2025-08-31,Zomato,Chicken Biryani,1,280,20.0,260.0,13.0,273.0,UPI
100057,2025-08-31 12:25:00,2025-08-31,Zomato,Butter Chicken,1,320,0.0,320.0,16.0,336.0,Card
100057,2025-08-31 12:25:00,2025-08-31,Zomato,Gulab Jamun,1,90,0.0,90.0,4.5,94.5,UPI
100058,2025-08-31 21:42:00,2025-08-31,Swiggy,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
100058,2025-08-31 21:42:00,2025-08-31,Swiggy,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,UPI
100059,2025-08-31 17:43:00,2025-08-31,Dine-in,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,Cash
100060,2025-08-31 19:21:00,2025-08-31,Takeaway,Garlic Naan,1,70,0.0,70.0,3.5,73.5,UPI
100060,2025-08-31 19:21:00,2025-08-31,Takeaway,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,UPI
100061,2025-08-31 19:32:00,2025-08-31,Zomato,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
100062,2025-08-31 21:23:00,2025-08-31,Dine-in,Chicken Biryani,3,280,0.0,840.0,42.0,882.0,UPI
100062,2025-08-31 21:23:00,2025-08-31,Dine-in,Butter Chicken,2,320,10.0,630.0,31.5,661.5,Card
100062,2025-08-31 21:23:00,2025-08-31,Dine-in,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,Cash
100063,2025-08-31 19:07:00,2025-08-31,Zomato,Masala Dosa,2,140,0.0,280.0,14.0,294.0,UPI
100063,2025-08-31 19:07:00,2025-08-31,Zomato,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
100064,2025-08-31 13:10:00,2025-08-31,Swiggy,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
100064,2025-08-31 13:10:00,2025-08-31,Swiggy,Butter Chicken,1,320,0.0,320.0,16.0,336.0,UPI
100064,2025-08-31 13:10:00,2025-08-31,Swiggy,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,UPI
100065,2025-08-31 21:30:00,2025-08-31,Swiggy,Masala Dosa,1,140,20.0,120.0,6.0,126.0,UPI
100065,2025-08-31 21:30:00,2025-08-31,Swiggy,Lime Soda,1,80,0.0,80.0,4.0,84.0,Cash
100065,2025-08-31 21:30:00,2025-08-31,Swiggy,Chicken Biryani,2,280,0.0,560.0,28.0,588.0,Card
100066,2025-08-31 14:20:00,2025-08-31,Dine-in,Chicken Biryani,1,280,20.0,260.0,13.0,273.0,UPI
100067,2025-08-31 20:07:00,2025-08-31,Swiggy,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
100067,2025-08-31 20:07:00,2025-08-31,Swiggy,Paneer Tikka,1,240,10.0,230.0,11.5,241.5,UPI
100068,2025-08-31 21:50:00,2025-08-31,Swiggy,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,UPI
100068,2025-08-31 21:50:00,2025-08-31,Swiggy,Mutton Biryani,2,360,0.0,720.0,36.0,756.0,Card
100069,2025-08-31 22:56:00,2025-08-31,Swiggy,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Cash
100070,2025-08-31 21:32:00,2025-08-31,Swiggy,Butter Chicken,1,320,0.0,320.0,16.0,336.0,Cash
100071,2025-08-31 19:28:00,2025-08-31,Takeaway,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Cash
100072,2025-08-31 16:04:00,2025-08-31,Swiggy,Lime Soda,1,80,0.0,80.0,4.0,84.0,Cash
100072,2025-08-31 16:04:00,2025-08-31,Swiggy,Mutton Biryani,2,360,0.0,720.0,36.0,756.0,UPI
100072,2025-08-31 16:04:00,2025-08-31,Swiggy,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Cash
100073,2025-08-31 21:04:00,2025-08-31,Dine-in,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Card
100073,2025-08-31 21:04:00,2025-08-31,Dine-in,Chicken Biryani,2,280,20.0,540.0,27.0,567.0,UPI
100073,2025-08-31 21:04:00,2025-08-31,Dine-in,Butter Chicken,1,320,30.0,290.0,14.5,304.5,Card
100074,2025-08-31 22:53:00,2025-08-31,Dine-in,Butter Chicken,1,320,0.0,320.0,16.0,336.0,Card
100074,2025-08-31 22:53:00,2025-08-31,Dine-in,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
100075,2025-08-31 21:01:00,2025-08-31,Swiggy,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,Card
100075,2025-08-31 21:01:00,2025-08-31,Swiggy,Veg Biryani,1,220,0.0,220.0,11.0,231.0,UPI
100076,2025-08-31 17:28:00,2025-08-31,Dine-in,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,Card
100076,2025-08-31 17:28:00,2025-08-31,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
100077,2025-08-31 19:00:00,2025-08-31,Zomato,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
100078,2025-08-31 19:28:00,2025-08-31,Takeaway,Butter Chicken,1,320,0.0,320.0,16.0,336.0,Cash
100078,2025-08-31 19:28:00,2025-08-31,Takeaway,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Cash
100079,2025-08-31 15:28:00,2025-08-31,Dine-in,Garlic Naan,1,70,10.0,60.0,3.0,63.0,Cash
100080,2025-08-31 22:31:00,2025-08-31,Zomato,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,Cash
100080,2025-08-31 22:31:00,2025-08-31,Zomato,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
100081,2025-08-31 20:46:00,2025-08-31,Dine-in,Masala Dosa,1,140,10.0,130.0,6.5,136.5,Card
100081,2025-08-31 20:46:00,2025-08-31,Dine-in,Gulab Jamun,2,90,0.0,180.0,9.0,189.0,UPI
100082,2025-08-31 13:09:00,2025-08-31,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Cash
100083,2025-08-31 21:46:00,2025-08-31,Takeaway,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,Card
100083,2025-08-31 21:46:00,2025-08-31,Takeaway,Masala Dosa,1,140,0.0,140.0,7.0,147.0,UPI
100084,2025-08-31 15:57:00,2025-08-31,Zomato,Chicken Biryani,1,280,10.0,270.0,13.5,283.5,Card
100084,2025-08-31 15:57:00,2025-08-31,Zomato,Masala Dosa,1,140,0.0,140.0,7.0,147.0,UPI
100085,2025-08-31 20:38:00,2025-08-31,Swiggy,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,Card
100086,2025-08-31 20:05:00,2025-08-31,Swiggy,Chicken Biryani,1,280,10.0,270.0,13.5,283.5,UPI
100086,2025-08-31 20:05:00,2025-08-31,Swiggy,Butter Chicken,1,320,0.0,320.0,16.0,336.0,Card
100086,2025-08-31 20:05:00,2025-08-31,Swiggy,Garlic Naan,2,70,0.0,140.0,7.0,147.0,Cash
100087,2025-08-31 15:44:00,2025-08-31,Swiggy,Paneer Tikka,2,240,0.0,480.0,24.0,504.0,UPI
100087,2025-08-31 15:44:00,2025-08-31,Swiggy,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Card
100087,2025-08-31 15:44:00,2025-08-31,Swiggy,Chicken Biryani,1,280,20.0,260.0,13.0,273.0,Card
100088,2025-08-31 22:54:00,2025-08-31,Swiggy,Veg Biryani,1,220,0.0,220.0,11.0,231.0,UPI
100088,2025-08-31 22:54:00,2025-08-31,Swiggy,Garlic Naan,1,70,0.0,70.0,3.5,73.5,UPI
100089,2025-08-31 17:25:00,2025-08-31,Swiggy,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
100089,2025-08-31 17:25:00,2025-08-31,Swiggy,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,UPI
100090,2025-08-31 11:11:00,2025-08-31,Zomato,Chicken Biryani,2,280,0.0,560.0,28.0,588.0,Card
100091,2025-08-31 15:15:00,2025-08-31,Takeaway,Garlic Naan,1,70,10.0,60.0,3.0,63.0,UPI
100091,2025-08-31 15:15:00,2025-08-31,Takeaway,Masala Dosa,1,140,0.0,140.0,7.0,147.0,Card
100091,2025-08-31 15:15:00,2025-08-31,Takeaway,Paneer Butter Masala,2,260,0.0,520.0,26.0,546.0,Card
100092,2025-08-31 15:20:00,2025-08-31,Zomato,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
100092,2025-08-31 15:20:00,2025-08-31,Zomato,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
100093,2025-08-31 18:58:00,2025-08-31,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
100093,2025-08-31 18:58:00,2025-08-31,Dine-in,Butter Chicken,1,320,0.0,320.0,16.0,336.0,UPI
100093,2025-08-31 18:58:00,2025-08-31,Dine-in,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,UPI
100094,2025-08-31 21:41:00,2025-08-31,Swiggy,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,Card
100094,2025-08-31 21:41:00,2025-08-31,Swiggy,Gulab Jamun,1,90,0.0,90.0,4.5,94.5,UPI
100094,2025-08-31 21:41:00,2025-08-31,Swiggy,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
100095,2025-08-31 16:56:00,2025-08-31,Swiggy,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,UPI
100095,2025-08-31 16:56:00,2025-08-31,Swiggy,Garlic Naan,1,70,0.0,70.0,3.5,73.5,UPI
100096,2025-08-31 11:45:00,2025-08-31,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Card
100097,2025-08-31 16:59:00,2025-08-31,Zomato,Masala Dosa,2,140,0.0,280.0,14.0,294.0,Cash
100098,2025-08-31 22:58:00,2025-08-31,Dine-in,Masala Dosa,1,140,10.0,130.0,6.5,136.5,UPI
100099,2025-08-31 18:40:00,2025-08-31,Dine-in,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Card
100100,2025-08-31 22:57:00,2025-08-31,Zomato,Chicken Biryani,1,280,30.0,250.0,12.5,262.5,Card
100100,2025-08-31 22:57:00,2025-08-31,Zomato,Butter Chicken,1,320,0.0,320.0,16.0,336.0,Card
100101,2025-08-31 21:36:00,2025-08-31,Dine-in,Masala Dosa,1,140,0.0,140.0,7.0,147.0,Card
100102,2025-08-31 21:08:00,2025-08-31,Zomato,Veg Biryani,1,220,0.0,220.0,11.0,231.0,UPI
100103,2025-08-31 20:47:00,2025-08-31,Dine-in,Chicken Biryani,1,280,10.0,270.0,13.5,283.5,UPI
100103,2025-08-31 20:47:00,2025-08-31,Dine-in,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Card
100104,2025-08-31 20:26:00,2025-08-31,Dine-in,Garlic Naan,1,70,0.0,70.0,3.5,73.5,UPI
100104,2025-08-31 20:26:00,2025-08-31,Dine-in,Butter Chicken,1,320,0.0,320.0,16.0,336.0,Card
100104,2025-08-31 20:26:00,2025-08-31,Dine-in,Masala Dosa,1,140,0.0,140.0,7.0,147.0,UPI
100105,2025-08-31 22:56:00,2025-08-31,Zomato,Masala Dosa,1,140,0.0,140.0,7.0,147.0,Card
100106,2025-08-31 21:13:00,2025-08-31,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
100106,2025-08-31 21:13:00,2025-08-31,Dine-in,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,Card
100107,2025-08-31 16:06:00,2025-08-31,Dine-in,Lime Soda,1,80,12.0,68.0,3.4,71.4,UPI
100107,2025-08-31 16:06:00,2025-08-31,Dine-in,Mutton Biryani,2,360,0.0,720.0,36.0,756.0,UPI
100108,2025-08-31 20:21:00,2025-08-31,Dine-in,Paneer Tikka,1,240,10.0,230.0,11.5,241.5,Card
100108,2025-08-31 20:21:00,2025-08-31,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Cash
100109,2025-08-31 18:28:00,2025-08-31,Swiggy,Mutton Biryani,1,360,0.0,360.0,18.0,378.0,Cash
100110,2025-08-31 16:28:00,2025-08-31,Takeaway,Chicken Biryani,2,280,0.0,560.0,28.0,588.0,Card
100110,2025-08-31 16:28:00,2025-08-31,Takeaway,Masala Dosa,1,140,0.0,140.0,7.0,147.0,UPI
100110,2025-08-31 16:28:00,2025-08-31,Takeaway,Butter Chicken,2,320,20.0,620.0,31.0,651.0,UPI
100111,2025-08-31 21:36:00,2025-08-31,Swiggy,Mutton Biryani,3,360,0.0,1080.0,54.0,1134.0,Card
100111,2025-08-31 21:36:00,2025-08-31,Swiggy,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
100112,2025-08-31 17:14:00,2025-08-31,Swiggy,Butter Chicken,1,320,0.0,320.0,16.0,336.0,UPI
100112,2025-08-31 17:14:00,2025-08-31,Swiggy,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
100113,2025-08-31 16:23:00,2025-08-31,Zomato,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,Cash
100113,2025-08-31 16:23:00,2025-08-31,Zomato,Garlic Naan,1,70,0.0,70.0,3.5,73.5,UPI
100113,2025-08-31 16:23:00,2025-08-31,Zomato,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,UPI
100114,2025-08-31 17:12:00,2025-08-31,Zomato,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,Card
100115,2025-08-31 20:24:00,2025-08-31,Swiggy,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Card
100115,2025-08-31 20:24:00,2025-08-31,Swiggy,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,Cash
100115,2025-08-31 20:24:00,2025-08-31,Swiggy,Paneer Tikka,1,240,0.0,240.0,12.0,252.0,UPI
100116,2025-08-31 19:32:00,2025-08-31,Dine-in,Chicken Biryani,1,280,30.0,250.0,12.5,262.5,UPI
100116,2025-08-31 19:32:00,2025-08-31,Dine-in,Masala Dosa,1,140,10.0,130.0,6.5,136.5,UPI
100116,2025-08-31 19:32:00,2025-08-31,Dine-in,Mutton Biryani,1,360,20.0,340.0,17.0,357.0,UPI
100117,2025-08-31 19:08:00,2025-08-31,Zomato,Butter Chicken,1,320,10.0,310.0,15.5,325.5,Card
100118,2025-08-31 17:58:00,2025-08-31,Zomato,Paneer Butter Masala,1,260,0.0,260.0,13.0,273.0,UPI
100118,2025-08-31 17:58:00,2025-08-31,Zomato,Butter Chicken,1,320,0.0,320.0,16.0,336.0,UPI
100119,2025-08-31 19:11:00,2025-08-31,Swiggy,Masala Dosa,1,140,21.0,119.0,5.95,124.95,UPI
100120,2025-08-31 20:54:00,2025-08-31,Dine-in,Chicken Biryani,1,280,0.0,280.0,14.0,294.0,UPI
100121,2025-08-31 19:27:00,2025-08-31,Swiggy,Garlic Naan,1,70,0.0,70.0,3.5,73.5,UPI
100122,2025-08-31 21:30:00,2025-08-31,Takeaway,Masala Dosa,1,140,0.0,140.0,7.0,147.0,Card
100123,2025-08-31 19:50:00,2025-08-31,Takeaway,Paneer Tikka,1,240,10.0,230.0,11.5,241.5,Card
100123,2025-08-31 19:50:00,2025-08-31,Takeaway,Garlic Naan,1,70,0.0,70.0,3.5,73.5,Cash
100124,2025-08-31 15:44:00,2025-08-31,Zomato,Masala Dosa,1,140,0.0,140.0,7.0,147.0,Cash
